,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
182,FL82372,Oregon,8672.19,No,Basic,College,1/26/11,Employed,F,22547,Suburban,Divorced,112,7.0,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A
183,WJ57919,California,2674.73,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12.0,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,
184,CI60365,California,34611.38,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10.0,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,
185,DR84620,California,8071.33,No,Basic,Bachelor,2/7/11,Employed,M,72149,Rural,Married,101,18.0,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69.31,SUV,Medsize,A
186,BG42047,Nevada,2511.94,No,Basic,College,1/15/11,Medical Leave,M,17658,Suburban,Married,65,10.0,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,,,A
187,AF41118,California,7255.71,No,Extended,College,1/5/11,Medical Leave,M,10710,Suburban,Married,94,12.0,33,0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,
188,QQ25666,Arizona,14510.75,No,Basic,High School or Below,1/25/11,Employed,M,60120,Urban,Married,182,30.0,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.47,Luxury Car,Medsize,A
189,OK31456,California,11009.13,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,
190,VZ18907,,21991.62,,Basic,College,1/12/11,Employed,F,80807,Rural,Married,109,1.0,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.14,SUV,Large,
191,YU79270,Arizona,4633.34,No,Basic,College,1/15/11,Medical Leave,M,27132,Suburban,Single,63,32.0,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A
192,WK18603,California,5272.52,No,Basic,Doctor,2/18/11,Employed,M,85607,Rural,Single,66,26.0,1,0,3,Personal Auto,Personal L2,Offer2,Agent,67.65,Four-Door Car,Medsize,
194,KC22636,California,5488.93,No,Basic,High School or Below,2/17/11,Employed,F,33881,Rural,Married,68,11.0,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.66,Four-Door Car,Large,A
195,SO43919,California,14228.23,No,Extended,Bachelor,1/16/11,Employed,M,31650,Suburban,Married,121,25.0,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A
197,WW30771,Arizona,2673.32,No,Basic,Master,2/13/11,Employed,M,28728,Suburban,Married,67,8.0,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A
198,BL29046,Oregon,5332.46,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32.0,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.58,Four-Door Car,Medsize,A
199,LN50325,Arizona,10064.61,No,Extended,High School or Below,2/3/11,Employed,F,20440,Suburban,Married,128,11.0,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A
200,TL43709,Washington,8972.14,No,Basic,Bachelor,1/27/11,Employed,M,89689,Rural,Divorced,74,,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136.83,Four-Door Car,Large,A
202,VQ97965,Oregon,3514.21,No,Extended,Bachelor,2/23/11,Employed,F,73643,Rural,Single,89,2.0,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.49,Four-Door Car,Medsize,
205,YZ19736,Arizona,2580.85,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,,,A
206,CP92616,Nevada,46805.22,No,Extended,High School or Below,2/25/11,Employed,M,83006,Urban,Married,235,8.0,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065.05,Luxury SUV,Small,
207,NX37589,Washington,2666.98,No,Basic,Bachelor,2/8/11,Employed,F,79251,Suburban,Married,67,10.0,32,1,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,
209,CM78608,California,5823.16,No,Basic,High School or Below,1/31/11,Employed,F,88359,Rural,Divorced,73,1.0,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.92,Two-Door Car,Medsize,A
210,GU41198,California,9536.34,No,Extended,Bachelor,1/7/11,Employed,F,62421,Suburban,Divorced,80,22.0,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,
212,UX91266,California,3484.14,No,Extended,Bachelor,1/10/11,Employed,M,34307,Rural,Divorced,92,33.0,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.03,Four-Door Car,Medsize,A
214,ZX85480,Washington,7995.44,No,Basic,High School or Below,1/2/11,Employed,F,66685,Rural,Married,67,35.0,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.76,Two-Door Car,Large,A
215,NS57426,Arizona,11611.95,No,Extended,Bachelor,2/11/11,Employed,M,28915,Suburban,Single,76,10.0,49,0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,
218,EM29019,Arizona,8447.89,No,Basic,Bachelor,2/18/11,Employed,F,61337,Rural,Married,105,35.0,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54,SUV,Medsize,
219,VE64781,Arizona,2927.07,No,Basic,Bachelor,2/14/11,Employed,F,75685,Suburban,Married,73,35.0,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369.92,Four-Door Car,Small,A
222,IN65727,Washington,2693.53,No,Basic,Master,1/15/11,Employed,F,63684,Suburban,Single,68,,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.89,Two-Door Car,Medsize,
223,IE36279,California,2844.85,No,Basic,Bachelor,2/6/11,Employed,M,80306,Suburban,Divorced,71,11.0,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A
225,BT20606,Arizona,5837.53,No,Basic,Doctor,1/10/11,Employed,M,83308,Suburban,Married,73,,81,0,7,Personal Auto,Personal L2,Offer3,Agent,419.47,Four-Door Car,Medsize,A
227,BW80872,Washington,4434.41,No,Premium,High School or Below,1/13/11,Employed,M,34549,Rural,Married,111,8.0,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.93,Four-Door Car,Medsize,A
229,EP29567,Washington,7031.46,No,Extended,Master,1/24/11,Retired,M,16224,Suburban,Married,93,13.0,55,0,9,Corporate Auto,Corporate L1,Offer3,Web,498.45,Four-Door Car,Medsize,A
230,AX70794,California,2449.32,No,Basic,High School or Below,2/4/11,Employed,M,47122,Suburban,Single,62,6.0,77,0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A
232,WH20102,California,9095.05,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11.0,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A
234,DN14211,Oregon,15032.9,No,Basic,College,1/17/11,Medical Leave,M,17150,Suburban,Married,65,28.0,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689.8,Two-Door Car,Medsize,A
235,GL66847,Arizona,8256.3,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14.0,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.38,Two-Door Car,Medsize,
236,YJ16163,Oregon,11009.13,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16.0,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
237,QT27514,California,5318.9,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,
239,BL90769,California,33473.35,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,
240,LH26563,Oregon,4550.86,No,Premium,High School or Below,2/8/11,Disabled,F,17913,Suburban,Married,116,0.0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,A
241,WK24299,California,4772.94,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35.0,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,
242,MN74944,Arizona,6285.15,No,Extended,College,2/28/11,Employed,M,52210,Suburban,Married,80,6.0,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,
243,LE65901,Oregon,4434.94,No,Basic,Bachelor,2/20/11,Employed,F,58082,Rural,Married,112,31.0,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.02,SUV,Medsize,A
245,FP34904,Oregon,2915.61,No,Basic,College,1/8/11,Employed,M,86599,Suburban,Married,73,32.0,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,
246,MR60878,Oregon,15762.53,No,Basic,Bachelor,2/15/11,Employed,F,44362,Rural,Married,66,15.0,75,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.11,Four-Door Car,Small,A
247,CY45848,Oregon,4273.59,No,Premium,Bachelor,1/30/11,Employed,F,82214,Rural,Married,106,11.0,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239.14,Four-Door Car,Medsize,A
248,BC66921,Nevada,2816.57,No,Basic,High School or Below,2/16/11,Employed,F,41228,Suburban,Single,71,19.0,13,0,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,
249,FM52759,Nevada,5548.03,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,
253,NI18835,California,2927.73,No,Basic,Bachelor,2/15/11,Employed,M,51991,Rural,Married,73,4.0,95,0,1,Personal Auto,Personal L3,Offer2,Web,124.38,Four-Door Car,Medsize,A
255,YP41539,Oregon,5320.08,No,Basic,High School or Below,2/25/11,Employed,F,88669,Urban,Married,66,9.0,18,1,4,Personal Auto,Personal L2,Offer1,Call Center,213.57,Four-Door Car,Medsize,
257,NL75739,Arizona,7590.05,No,Basic,High School or Below,1/2/11,Disabled,M,10375,Suburban,Married,66,10.0,95,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,A
258,RF94484,Oregon,4605.04,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,A
260,MS11057,Oregon,9587.59,No,Premium,Bachelor,1/31/11,Employed,M,84539,Rural,Married,119,10.0,71,0,4,Personal Auto,Personal L3,Offer1,Call Center,65.43,Four-Door Car,Medsize,
261,HZ56678,Oregon,2780.2,No,Basic,High School or Below,1/12/11,Disabled,F,20261,Suburban,Divorced,72,4.0,55,0,1,Personal Auto,Personal L2,Offer4,Web,345.6,,,A
262,FS49381,Oregon,4784.96,No,Basic,Bachelor,1/26/11,Employed,F,25813,Urban,Divorced,61,,97,0,8,Personal Auto,Personal L1,Offer3,Agent,205.33,Four-Door Car,Medsize,
263,TK38732,Oregon,4873.35,No,Extended,High School or Below,2/18/11,Employed,M,47824,Urban,Married,129,8.0,56,3,1,Personal Auto,Personal L2,Offer4,Agent,546.05,SUV,Medsize,A
266,BS90503,Washington,5395.09,No,Basic,Bachelor,2/15/11,Employed,F,86640,Rural,Married,67,2.0,25,0,5,Personal Auto,Personal L1,Offer2,Web,65.46,Four-Door Car,Medsize,A
268,BJ22117,Washington,5133.41,No,Basic,Master,2/10/11,Employed,M,53390,Urban,Married,64,13.0,41,0,5,Personal Auto,Personal L2,Offer3,Branch,279.0,Four-Door Car,Medsize,
269,BK85520,Oregon,4996.56,No,Basic,College,2/8/11,Employed,F,25915,Suburban,Single,64,13.0,62,0,7,Corporate Auto,Corporate L3,Offer1,Agent,317.98,Two-Door Car,Medsize,
271,MU76701,Washington,3921.02,No,Extended,College,1/20/11,Employed,F,62445,Suburban,Married,98,19.0,12,1,1,Personal Auto,Personal L2,Offer2,Call Center,681.17,Four-Door Car,Small,A
272,JH73503,Arizona,20171.96,No,Basic,Doctor,2/1/11,Employed,M,24804,Suburban,Married,73,19.0,98,0,2,Personal Auto,Personal L2,Offer3,Call Center,350.4,Two-Door Car,Small,A
273,JC38573,Oregon,5528.21,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize,A
274,NL33789,California,4077.5,No,Basic,Bachelor,1/20/11,Employed,F,53093,Rural,Divorced,103,3.0,62,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,98.99,SUV,Medsize,A
276,AQ70385,Oregon,5686.96,No,Basic,High School or Below,1/13/11,Employed,M,30242,Rural,Married,72,30.0,23,0,3,Personal Auto,Personal L3,Offer2,Branch,48.29,Four-Door Car,Medsize,
278,VD96075,Oregon,4165.25,No,Premium,Bachelor,1/20/11,Employed,M,58299,Suburban,Married,105,,22,0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,
279,VZ81004,Oregon,19259.84,No,Premium,Master,1/26/11,Employed,F,35973,Suburban,Married,159,5.0,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,763.2,Sports Car,Large,A
280,OU53351,Arizona,2486.06,No,Basic,College,2/18/11,Employed,M,36635,Suburban,Married,63,20.0,28,0,1,Corporate Auto,Corporate L2,Offer4,Agent,302.4,Four-Door Car,Small,
281,BZ92811,California,5948.99,No,Premium,High School or Below,2/20/11,Employed,F,88122,Suburban,Married,148,15.0,10,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.23,SUV,Medsize,
284,DX34647,California,7761.27,No,Extended,College,2/24/11,Employed,F,43137,Suburban,Married,96,8.0,41,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Large,
285,PT40521,California,4334.06,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize,
286,IB81655,California,7695.12,No,Basic,Bachelor,1/24/11,Employed,M,50147,Suburban,Single,101,4.0,37,0,3,Personal Auto,Personal L2,Offer1,Branch,484.8,SUV,Medsize,A
287,WO95180,California,2397.04,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.07,Four-Door Car,Medsize,
288,BU72633,Nevada,42561.63,No,Basic,Master,1/10/11,Employed,M,66661,Suburban,Single,119,23.0,41,0,2,Personal Auto,Personal L2,Offer1,Agent,571.2,SUV,Medsize,A
289,PR37714,California,7153.21,No,Extended,Bachelor,2/23/11,Employed,F,32238,Suburban,Divorced,91,15.0,80,0,4,Personal Auto,Personal L3,Offer3,Branch,439.78,Four-Door Car,Medsize,A
290,ZU76536,California,6143.9,No,Extended,High School or Below,1/30/11,Employed,F,45032,Rural,Married,77,13.0,35,0,3,Personal Auto,Personal L2,Offer2,Agent,36.82,Four-Door Car,Medsize,
291,EP82214,Arizona,26180.81,No,Extended,High School or Below,1/7/11,Employed,F,68189,Urban,Married,82,10.0,17,1,2,Special Auto,Special L2,Offer2,Branch,343.12,Four-Door Car,Medsize,A
293,OY20177,Oregon,7089.68,No,Extended,High School or Below,2/17/11,Employed,M,52707,Suburban,Married,90,33.0,66,1,6,Corporate Auto,Corporate L3,Offer3,Branch,432.0,Four-Door Car,Medsize,A
294,AM57175,Oregon,15000.84,No,Extended,High School or Below,1/6/11,Employed,F,62473,Suburban,Divorced,76,6.0,70,1,2,Personal Auto,Personal L3,Offer1,Branch,507.56,,,
295,BL44722,Nevada,41787.9,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2,2,Personal Auto,Personal L2,Offer1,Call Center,571.2,Four-Door Car,Medsize,
297,LK57294,Oregon,4786.01,No,Basic,High School or Below,2/25/11,Employed,M,23402,Suburban,Married,61,29.0,38,0,7,Personal Auto,Personal L1,Offer4,Call Center,292.8,Four-Door Car,Medsize,A
298,LC33025,Oregon,7918.33,No,Extended,College,2/14/11,Employed,M,44698,Suburban,Married,211,0.0,88,4,1,Personal Auto,Personal L2,Offer1,Call Center,1012.8,Luxury Car,Medsize,A
299,NG15645,California,2858.09,No,Basic,Master,1/11/11,Employed,F,27382,Rural,Married,71,33.0,35,0,1,Personal Auto,Personal L2,Offer2,Web,134.1,Four-Door Car,Medsize,A
300,SZ37147,California,2719.85,No,Basic,Bachelor,1/21/11,Employed,M,41005,Suburban,Single,70,22.0,37,0,1,Personal Auto,Personal L1,Offer4,Branch,336.0,Four-Door Car,Medsize,
301,JP35025,California,5714.17,No,Basic,Master,2/23/11,Disabled,F,23726,Suburban,Divorced,74,1.0,83,0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,,,A
302,CJ59481,Washington,2837.11,No,Basic,College,2/28/11,Employed,M,90893,Rural,Married,70,8.0,82,0,1,Personal Auto,Personal L3,Offer1,Agent,70.71,Two-Door Car,Medsize,A
304,PP39078,,5623.61,,Basic,College,2/19/11,Employed,F,31504,Suburban,Married,71,8.0,27,0,3,Special Auto,Special L1,Offer4,Branch,340.8,Four-Door Car,Small,A
305,WZ83320,,9061.06,,Premium,Master,2/18/11,Employed,F,73876,Urban,Married,112,19.0,71,0,8,Personal Auto,Personal L1,Offer3,Web,419.3,Four-Door Car,Medsize,A
306,ZX73673,Arizona,5555.83,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.44,Four-Door Car,Small,
307,BI38192,Oregon,7937.06,No,Basic,High School or Below,2/1/11,Employed,F,22862,Suburban,Married,67,9.0,40,0,2,Personal Auto,Personal L3,Offer2,Agent,321.6,Two-Door Car,Medsize,
308,GH48839,California,11790.5,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0,2,Corporate Auto,Corporate L3,Offer2,Web,316.8,Four-Door Car,Medsize,
311,ZC32761,Arizona,8433.23,No,Basic,Bachelor,2/15/11,Employed,M,57961,Rural,Divorced,72,27.0,64,0,2,Personal Auto,Personal L3,Offer1,Agent,38.51,Two-Door Car,Large,A
314,NH76558,California,5755.18,No,Basic,High School or Below,1/26/11,Employed,F,97657,Rural,Married,71,2.0,19,0,8,Personal Auto,Personal L2,Offer2,Branch,107.33,Two-Door Car,Medsize,
315,CR12479,Nevada,2868.6,No,Basic,College,1/30/11,Employed,F,40046,Rural,Divorced,73,10.0,51,0,1,Personal Auto,Personal L2,Offer1,Agent,118.51,Four-Door Car,Small,
316,VS42598,California,8256.3,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14.0,94,0,2,Personal Auto,Personal L1,Offer2,Web,159.38,Two-Door Car,Medsize,
318,OL28568,California,8725.29,No,Premium,Bachelor,2/7/11,Employed,M,69772,Suburban,Single,112,17.0,38,0,9,Personal Auto,Personal L2,Offer3,Branch,537.6,Four-Door Car,Medsize,
320,FX57380,California,5217.51,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6.0,4,0,7,Personal Auto,Personal L2,Offer2,Web,261.93,Two-Door Car,Medsize,
321,WQ85760,,4260.34,,Basic,College,2/5/11,Medical Leave,M,26991,Suburban,Divorced,119,34.0,65,0,1,Corporate Auto,Corporate L3,Offer3,Branch,856.8,SUV,Medsize,
322,RH70599,Arizona,2769.25,No,Basic,Bachelor,2/8/11,Employed,M,40506,Rural,Married,70,14.0,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,113.72,Four-Door Car,Medsize,
325,IN77241,Washington,5394.7,No,Basic,Bachelor,2/6/11,Employed,M,65978,Urban,Married,67,3.0,50,0,3,Corporate Auto,Corporate L1,Offer2,Branch,251.8,Two-Door Car,Medsize,A
326,NY57065,California,2816.76,No,Basic,Bachelor,1/8/11,Employed,M,42937,Urban,Married,71,14.0,9,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,251.78,Two-Door Car,Small,
327,OB66874,Oregon,2585.21,No,Basic,College,1/12/11,Employed,F,28137,Suburban,Married,65,23.0,2,0,1,Personal Auto,Personal L1,Offer3,Web,312.0,Two-Door Car,Large,A
328,ZV36800,Oregon,4236.84,No,Basic,Bachelor,1/23/11,Disabled,M,14476,Suburban,Married,113,11.0,0,0,1,Corporate Auto,Corporate L3,Offer3,Branch,542.4,Sports Car,Medsize,
329,OE15600,,2544.97,,Basic,College,2/6/11,Employed,M,91169,Rural,Single,65,,50,0,1,Personal Auto,Personal L3,Offer2,Call Center,139.75,Two-Door Car,Medsize,A
331,HO29524,California,3034.65,No,Extended,College,2/4/11,Employed,M,68205,Rural,Married,76,35.0,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.38,Two-Door Car,Medsize,A
333,DW72445,Oregon,3259.89,No,Extended,College,1/29/11,Employed,M,52782,Suburban,Married,85,20.0,61,4,1,Personal Auto,Personal L3,Offer1,Agent,541.09,Four-Door Car,Small,
334,AV76907,,4282.95,,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize,A
336,LU79865,Nevada,5794.1,No,Basic,Bachelor,2/27/11,Employed,M,88370,Suburban,Divorced,74,0.0,16,1,9,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Small,A
338,XT45580,Oregon,4089.46,No,Basic,College,2/25/11,Employed,F,60759,Suburban,Single,104,20.0,85,0,1,Corporate Auto,Corporate L3,Offer3,Branch,499.2,SUV,Large,
339,CT51200,Oregon,5771.61,No,Basic,High School or Below,2/17/11,Employed,F,65709,Rural,Divorced,72,33.0,77,0,3,Corporate Auto,Corporate L3,Offer1,Web,12.95,Four-Door Car,Medsize,
340,GD57363,California,5133.64,No,Basic,College,2/27/11,Employed,M,38795,Rural,Married,65,23.0,64,0,3,Personal Auto,Personal L2,Offer2,Agent,98.35,Four-Door Car,Medsize,
341,QF66202,Nevada,2531.74,No,Basic,College,2/19/11,Employed,M,31993,Rural,Divorced,66,14.0,4,1,1,Personal Auto,Personal L3,Offer1,Branch,39.63,Four-Door Car,Medsize,
342,BB82067,Oregon,9756.04,No,Extended,Doctor,1/2/11,Employed,M,67632,Rural,Married,121,0.0,44,0,4,Personal Auto,Personal L3,Offer1,Branch,26.95,Sports Car,Medsize,
343,CF41619,Nevada,2329.46,No,Basic,College,2/9/11,Employed,M,20934,Suburban,Married,61,14.0,35,1,1,Personal Auto,Personal L3,Offer2,Branch,292.8,Four-Door Car,Small,A
344,JY16280,California,2514.59,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0,1,Personal Auto,Personal L2,Offer2,Agent,156.12,Four-Door Car,Medsize,A
345,BV25135,California,4647.42,No,Extended,Bachelor,2/11/11,Employed,M,28314,Suburban,Single,121,21.0,37,0,1,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Medsize,
346,YC69616,Arizona,2719.51,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,,,A
347,WT71621,,3280.46,,Extended,Bachelor,2/2/11,Employed,F,63297,Urban,Married,82,1.0,33,0,1,Personal Auto,Personal L3,Offer2,Web,251.76,Four-Door Car,Medsize,A
348,UW10841,California,9976.25,No,Basic,Bachelor,2/21/11,Employed,M,74115,Urban,Married,63,24.0,24,0,2,Personal Auto,Personal L2,Offer2,Branch,275.35,Four-Door Car,Medsize,A
350,OW33876,Washington,2476.48,No,Basic,College,2/14/11,Employed,F,47918,Urban,Married,62,2.0,51,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,246.26,Two-Door Car,Medsize,A
353,MQ73697,Nevada,3776.67,No,Extended,College,2/21/11,Employed,F,68727,Urban,Married,94,19.0,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.52,Two-Door Car,Large,A
354,QA45054,Arizona,8932.32,No,Basic,High School or Below,1/18/11,Employed,F,60909,Urban,Married,112,8.0,94,0,5,Personal Auto,Personal L2,Offer3,Agent,412.11,SUV,Small,
355,YD58301,California,6352.96,No,Extended,High School or Below,1/27/11,Employed,F,80587,Urban,Married,78,7.0,5,0,6,Personal Auto,Personal L3,Offer2,Agent,276.19,Four-Door Car,Medsize,
